PH level (0-14),Hardness (mg/L),Dissolved Oxygen (mg/L),Biological Oxygen Demand (mg/L),Heavy Metals (mg/L),Nitrates (mg/L),Phosphates (mg/L),Turbidity (NTU),Conductivity (µ/cm),Water Type Probability
5.89,92.13,9.57,4.59,0.2822,7.98,0.2,29.82,389.13,Inorganic
8.35,51.92,6.81,1.22,0.4587,24.88,0.63,26.92,1220.08,Organic
6.26,193.68,3.04,9.32,0.148,35.33,1.63,75.29,1764.34,Inorganic
8.63,347.3,13.45,7.76,0.4827,9.69,2.75,93.09,1177.37,Inorganic
8.21,50.21,13.2,13.6,0.0187,22.59,1.89,64.54,1042.19,Organic
7.77,448.38,12.09,27.74,0.331,26.12,3.99,8.7,482.66,Inorganic
6.06,111.23,7.91,7.25,0.3087,46.15,4.4,33.26,988.92,Organic
5.97,458.7,2.72,12,0.1978,22.15,3.1,53.64,310.19,Inorganic
5.51,490.11,3.74,25.21,0.3557,36.23,2.62,57.99,485.04,Inorganic
8.1,410.65,3.94,17.03,0.0052,26.5,0.55,10.8,317.86,Inorganic
7.3,387.35,5.97,11.47,0.331,8.37,2.52,36.78,1709.48,Inorganic
8.68,285.03,11.26,2.78,0.1795,15.66,3.1,94.97,1047.71,Organic
7.92,433.91,2.83,12.46,0.1681,27.52,0.39,77.34,270.99,Inorganic
8.55,446.96,6.65,23.01,0.1444,48.32,2.96,4.15,1545.37,Organic
8.76,158.01,11.98,26.35,0.4237,46.07,2.6,92.4,144.58,Inorganic
7.41,275,12.57,9.96,0.4118,42.69,2.82,19.62,1589.45,Organic
7.5,319.78,11.27,13.54,0.3283,18.32,0.86,4.17,1252.56,Inorganic
5.89,248.6,9.92,27.7,0.3728,35.56,1.78,13.25,910.22,Inorganic
6.5,427.24,7.12,3.29,0.4309,46.21,3.94,15.3,1734.97,Organic
6.35,250.9,10.17,1.96,0.058,33.23,3.1,24.52,1699.36,Organic
5.85,265.58,6.19,7.48,0.3505,40.48,1.17,26.08,159.8,Organic
6.51,302.97,2.27,19.37,0.184,30.98,2.51,38.41,445.62,Inorganic
7.1,163.56,5.79,11.66,0.2003,25.74,1.27,3.96,528.22,Organic
7.13,119.37,8.41,4.11,0.3311,21.24,3.15,15.28,562.04,Organic
7.19,57.63,2.58,28.82,0.4423,36.92,3.32,11.41,219.73,Inorganic
6.53,462.76,11.96,20.71,0.1975,33.22,2.32,58.11,873.5,Inorganic
6.46,53.48,10.96,16.51,0.4435,13.22,0.61,18.08,946.69,Inorganic
6.4,280.21,8.27,1.86,0.2006,18.8,3.17,84.95,1427.16,Organic
8.46,287.9,13.43,18.59,0.251,20.66,4.36,70.05,299.98,Inorganic
6.34,386.66,2.2,20.51,0.1012,43.05,1.68,13.44,624.16,Inorganic
5.56,303.68,6.99,7.99,0.0123,20.02,3.87,68.63,1459.48,Inorganic
8.51,394.1,7.04,20.55,0.323,28.83,1.45,37.77,1552.83,Inorganic
5.59,468.5,10.53,27.17,0.1377,16.69,3.76,73.4,1353.7,Inorganic
8.32,291.03,9,17.57,0.1321,39.1,0.3,73.88,1605.1,Inorganic
7.94,378.54,11.46,29.1,0.4465,12.74,3.45,73.68,1818.51,Inorganic
7.58,285.81,11.63,7.21,0.2405,26.59,1.69,28.62,949.39,Organic
5.97,423,3.82,16.73,0.3104,46.18,2.43,66.44,1951.41,Inorganic
7.96,355.94,9.68,25.52,0.1913,34.06,0.13,38.89,1920.91,Inorganic
7.65,238.89,12.81,13.31,0.0861,15.99,1.05,6.58,1159.04,Organic
5.66,239.72,6.28,5.24,0.3914,31.27,1.54,51.68,620.9,Organic
7.29,144.36,5.15,18.02,0.3248,41.16,2.79,69.56,1650.84,Inorganic
6.57,479.63,7.29,14.76,0.4644,9.79,3.06,93.87,1466.81,Inorganic
7.28,388.47,3.88,11.01,0.0542,9.97,0.6,87.9,96.41,Inorganic
6.46,311.8,6.4,29.24,0.1041,4.87,4.33,8.14,1604.49,Inorganic
6.42,199.01,4.13,10.16,0.0557,31.99,2.28,28.54,178.37,Organic
8.67,281.73,2.67,3.59,0.203,28.14,3.79,76.47,1954.8,Organic
8.73,493.02,13.9,8.38,0.3137,5.29,1.5,22.86,594.46,Inorganic
5.76,488.04,6.87,17.81,0.1244,28.61,2.77,59.6,1707.61,Inorganic
6.93,278.74,7.82,5.8,0.0505,28.41,0.12,70.98,1012.33,Organic
7.82,63.9,10.16,25.16,0.164,44.27,2.94,27.31,1886.49,Inorganic
7,485.02,13.37,13.61,0.0037,36.64,0.73,65.52,1712.82,Organic
7.77,138.31,6.52,23.78,0.2141,8.65,1.64,62.97,1244.26,Inorganic
6.48,108.5,7.87,23.31,0.1754,12.31,2.49,57.99,294.48,Inorganic
6.93,424.8,13.63,25.21,0.074,16.95,4.04,85.92,602.69,Inorganic
7.55,277.29,7.42,15.75,0.365,1.11,4.66,26.96,1269.6,Inorganic
8.16,357.83,3.18,4.21,0.1063,40.77,1.47,10.43,532.58,Organic
5.57,360.69,13.04,8.98,0.0013,32.03,1.17,86.43,731.25,Organic
8.79,201.03,4.21,4.83,0.3045,34.36,3.35,42.25,514.53,Organic
6.9,233.37,9.3,12.14,0.3528,16.39,1.28,15.88,718.36,Inorganic
8.31,462.88,6.23,5.64,0.2978,20.96,4.17,24.72,587.28,Organic
6.63,362.25,3.57,14.04,0.4554,24.18,1.72,61.17,649.33,Inorganic
6.92,462,11.17,27.61,0.3725,26.78,0.4,82.22,124.71,Inorganic
6.5,263.11,7.94,27.85,0.0647,23.35,1.62,0.69,544.17,Inorganic
8.91,470.05,5.35,14.15,0.2721,5.37,2.39,77.7,1999.41,Inorganic
8.76,433.33,8.64,25.72,0.0798,5.28,2.42,51.98,1592.93,Inorganic
7.99,471.62,4.92,4.82,0.4029,3.79,2.24,58.54,89.38,Inorganic
6.94,259.29,5.33,6.46,0.1785,17.64,1.33,84.85,1622.16,Inorganic
8.83,200.28,13.16,12.77,0.1103,10.28,2.1,38.57,424.77,Inorganic
7.82,58.41,10.46,22.88,0.2881,4.71,0.75,11.17,575.23,Inorganic
6.27,492.94,3.7,28.76,0.4029,8.26,0.67,58.93,1515.04,Inorganic
7.08,281.43,6.44,23.68,0.3154,36.5,1.81,61.15,1167.48,Inorganic
6.81,274.06,4.88,10.29,0.332,10.95,2.33,45.95,1734.66,Inorganic
6.85,479.59,13.07,18.53,0.2808,33.09,4.67,59.92,748,Inorganic
6.82,394.77,4.36,13.26,0.1313,38.07,4.18,94.22,436.47,Inorganic
7.78,62.65,4.73,1.89,0.1182,28.93,0.04,71.15,200.14,Organic
6.63,55.67,7.6,15.46,0.4772,30.79,1.82,52.87,619.9,Inorganic
7.41,192.77,4.43,25.87,0.4146,14.45,1.77,52.08,557.09,Inorganic
6.35,291.43,10.43,20.39,0.1696,4.61,1.73,59.42,79.45,Inorganic
6.31,239.15,10.72,7.19,0.4115,42.37,3.66,68.36,1681.15,Organic
7.06,218.09,11.15,14.2,0.4433,26.39,4.33,20.94,975.16,Organic
7.18,390,6.66,17.54,0.3596,17.39,2.7,32.15,1684.04,Inorganic
8.83,315.24,2.12,1.39,0.2631,29.38,3.41,56.79,998.41,Organic
8.48,223.93,12.96,9.66,0.3794,1.8,2.85,39.47,1415.51,Inorganic
7.19,295.53,10.97,10.36,0.3658,34.32,3.68,11.25,858.77,Organic
7.56,215.7,2.44,14.47,0.1148,35.36,0.39,87.43,198.56,Inorganic
8.4,93.33,12.01,6.97,0.2696,33.66,0.8,33.08,689.83,Organic
7.82,444.64,5.84,6.64,0.2141,38.57,0.39,11.01,727.02,Organic
8.48,471.6,11.8,7.03,0.4777,45.7,3.72,6.25,1315.61,Organic
6.96,109.07,4.59,15.83,0.0031,14.36,4.29,68.8,1768.77,Inorganic
6.32,423.49,8.75,17.87,0.3355,46.6,1.99,62.33,146.95,Organic
6.05,117.42,7.29,22.34,0.0213,11.14,3.6,5.33,1709,Inorganic
7.86,257.35,3.48,9.73,0.3559,29.78,3.38,60.07,1454.5,Inorganic
7.54,418.77,7.02,17.43,0.3035,23.9,1.3,31.91,1359.15,Inorganic
8.38,289.18,2.21,12.46,0.3607,20.43,0.07,68.88,1523.38,Inorganic
6.06,122.64,13.85,28.61,0.3864,5.91,0.5,40.55,253.98,Inorganic
5.75,289.45,3.02,4.53,0.4721,10.95,1.48,4.77,830.93,Inorganic
6.78,258.51,3.52,15.59,0.0686,27.02,0.76,76.12,1020.02,Inorganic
8.08,485.12,5.59,3.52,0.305,40.17,4.55,65.01,318.52,Organic
8.33,141.53,5.94,7.89,0.1357,15.29,1.08,62.92,238.37,Inorganic
6.17,164.85,9.16,14.13,0.0407,32.4,2.98,95.58,1482.97,Inorganic
8.28,468.44,6.53,11.27,0.4465,19.12,0.06,90.66,1560.43,Inorganic
5.51,190.6,13,15.49,0.2293,35.65,0.98,34.37,1821.2,Organic
8.35,281.17,6.07,24.29,0.2613,42.35,1.57,17.38,1575.87,Inorganic
6.78,56.41,7.25,24.38,0.2152,36.93,1.19,66.42,924.32,Inorganic
6.56,474.65,2.84,11.8,0.1451,0.95,2.2,99.51,946.29,Inorganic
8.09,145.14,13.24,6.84,0.2915,4.97,2.54,99.67,1143.72,Inorganic
6.59,154.95,9.16,6.07,0.2753,1.68,1.55,95.66,1222.24,Inorganic
7.95,262.26,11.34,17.98,0.1915,11.13,3.1,0.31,1489.51,Inorganic
8.6,422.32,6.44,22.68,0.4135,45.16,4.9,49.27,1536.07,Inorganic
8.82,364.35,6.9,3.41,0.1119,33.82,1.22,40.71,632.04,Organic
7.59,235.38,3.14,1.04,0.2302,42.36,4.78,84.27,1157.28,Organic
5.58,299.85,4.75,20.21,0.038,9.76,4.24,17.7,1237.68,Inorganic
8.94,230.96,2.04,15.02,0.3536,6.49,2.76,68.2,1853.85,Inorganic
8.15,350.73,7.31,6.11,0.1429,21.7,0.38,18.53,986.11,Organic
6.82,223.77,12.3,13.09,0.0728,42.84,4.76,93.05,653.18,Organic
7.51,486.8,3.8,24.95,0.4713,14.28,0.69,77.65,1725.21,Inorganic
8.76,285.88,5.52,7.71,0.4003,45.45,1.29,41.92,1938.52,Organic
7.55,390.85,10.11,21.5,0.0585,26.9,3.26,33.93,350.53,Inorganic
6.97,254.01,13.87,20.41,0.2189,26.64,3.34,48.34,1607.66,Inorganic
5.64,390.02,3.03,4.18,0.4097,25.03,1.52,65.7,1645.87,Inorganic
6.72,287.32,2.76,26.8,0.0942,18.74,1.75,7.03,1991.95,Inorganic
5.56,326.99,5.75,9.11,0.238,1.85,4.78,33.81,1776.91,Inorganic
7.58,266.96,5.69,17.84,0.2749,18.76,0.08,0.78,1184.8,Inorganic
8.02,99.95,5.98,29.17,0.0668,27.83,2.04,48.86,1344.5,Inorganic
8.89,98.32,4.25,23.67,0.3028,33.07,0.63,67.48,1683.89,Inorganic
5.54,241.44,8.96,1.03,0.1651,48.14,4.51,66.64,945.03,Organic
8.83,351.46,9.17,26.45,0.06,18.67,1.69,51.21,1089.6,Inorganic
6.8,405.82,4.69,28.97,0.1384,17.7,4.66,35.23,216.71,Inorganic
6.59,201.04,8.09,12.72,0.0508,13.75,2.36,75.07,1473.84,Inorganic
7.96,56.37,9.54,4.15,0.1681,8.87,4.04,6.39,883.84,Organic
5.9,396.2,6.08,6.88,0.0414,36.36,2.85,92.19,1007.59,Organic
8.17,170.74,10.52,2.9,0.3244,2.62,4.78,69.8,708.44,Inorganic
9,89.37,7.02,26.22,0.4559,22.84,0.6,12.06,1376.47,Inorganic
6.52,168.38,9.66,10.97,0.4412,36.44,3.43,95.63,278.6,Inorganic
6,288.24,12.61,21.94,0.483,1.2,1.32,32.43,148.09,Inorganic
8.19,410.57,8.45,12.33,0.2036,37.46,1.98,89.5,252.99,Inorganic
8.88,145.46,7.28,29.4,0.0591,34.94,3.04,56.88,730.38,Inorganic
6.78,215.42,3.58,29.09,0.0033,21.76,4.99,91.17,742.8,Inorganic
8.28,342.44,8.33,18.82,0.4745,9.52,2.72,18.92,473.98,Inorganic
6.03,272.83,10.68,18.04,0.4042,38.5,3.78,96.48,986.39,Inorganic
8.32,460.87,9.45,20.81,0.4974,34.89,1.51,81.98,377.65,Inorganic
6.66,484.31,10.04,3.34,0.0646,14.62,2.36,32.49,1710.54,Organic
7.56,294.87,13.97,9.87,0.3282,47.91,3.71,62.62,1575.14,Organic
6.74,323.38,13.38,28.45,0.1062,18.06,1.33,12.11,1121.42,Inorganic
8.36,207.86,10.39,7.13,0.3963,16.66,3.85,50.34,1831.63,Inorganic
8.67,300.76,3.55,2.05,0.2443,34.25,4.25,23.8,122.78,Organic
8.39,127.32,12.23,14.59,0.4649,38.24,2.79,66.84,1972.71,Organic
7.3,317.47,2.88,3.65,0.2585,3.01,4.76,87.61,1480.61,Inorganic
6.22,413.43,4.75,27.82,0.3076,46.09,0.2,32.51,1154.58,Inorganic
7.78,409.62,5.26,20.92,0.109,24.84,0.82,54.27,677.52,Inorganic
8.64,310.52,4.89,28.68,0.3129,26.76,1.87,22.65,121.04,Inorganic
6.4,196,2.12,17.94,0.4839,47.63,2.19,92.53,1709.15,Inorganic
8.66,404.93,7.31,22.18,0.4431,16.43,3.58,10.18,969.25,Inorganic
8.01,58.32,3.27,17.11,0.0425,30.62,2.53,29.55,963.69,Inorganic
7.75,225.73,2.46,18.39,0.0245,4.84,1.35,35.89,138.68,Inorganic
7.63,414.52,13.09,24.36,0.2759,42.21,4.35,20.05,1683.36,Organic
6,268.97,10.56,11.45,0.162,16.87,3.63,35,111.14,Inorganic
8.82,212.85,8.03,28.82,0.1499,45.39,0.8,78.88,535.07,Inorganic
6.05,142.14,10.67,29.9,0.2287,42.58,0.35,63.65,1270.49,Inorganic
8.48,309.3,2.2,4.74,0.4085,39.36,1.57,55.84,1424.68,Organic
6.6,152.49,3.76,3.64,0.4031,36.12,2.73,37.53,927.65,Organic
6.62,308.4,10.91,3.74,0.3591,9.71,1.54,40.88,1225.51,Organic
6.14,312.77,6.32,10.86,0.2595,25.67,0.39,60.22,1963.82,Inorganic
7.54,460.26,12.64,8.67,0.3868,42.13,0.11,73.21,1857.53,Organic
8.79,408.37,2.53,25.35,0.2978,26.06,1.59,24.01,443.02,Inorganic
7.25,352.54,9.47,24.32,0.0724,45.84,1.62,18.52,1708.47,Organic
6.65,99.49,7.91,27.6,0.2361,12.72,4.39,34.09,1574.02,Inorganic
6.91,343.87,6.47,13.42,0.2587,1.89,3.37,17.01,1124.69,Inorganic
7.77,398.08,3.91,15.55,0.2767,12.74,1.7,99.1,1759.02,Inorganic
6.08,281.71,10.64,10.2,0.1542,16.36,1.41,33.64,969.82,Inorganic
5.9,306.79,4.54,25.71,0.3234,3.87,0.92,84.78,1046.18,Inorganic
8.87,380.42,9.71,13.97,0.3356,37.54,3.86,74.47,1626.29,Organic
8.06,394.72,2.62,17.16,0.1295,40.35,2.98,26.95,775,Inorganic
6.93,85.73,13.94,1.37,0.4834,13.8,3.13,49.65,896.43,Organic
6.46,467.04,3.75,9.3,0.2007,10.63,0.71,85.94,1114.12,Inorganic
8.21,418.22,3.78,12.17,0.046,17,2.09,10.39,1806.73,Inorganic
8.95,154.6,2.98,19.93,0.271,16.78,1.26,20.04,810.83,Inorganic
6.64,457.17,5.45,1.25,0.1814,45.18,3.35,13.24,263.96,Organic
6.96,337.45,8.04,10.55,0.0129,23.36,4.35,90.93,264.37,Inorganic
6.93,475.57,9.04,6.88,0.4248,24.96,2.88,32.86,1326.46,Organic
8.38,327.17,12.67,25.26,0.2536,2.32,0.26,18.68,385.08,Inorganic
5.73,399.43,10.74,16.1,0.1785,33.53,2.3,41.61,1032.2,Organic
6.81,388.07,13.06,18.89,0.1084,46.46,0.8,27.71,657.41,Organic
6.31,408.42,10.89,19.27,0.2555,24.01,1.94,19.83,1985.73,Inorganic
8.85,288.47,4.34,27.75,0.124,43.98,1.9,2.93,1987.87,Inorganic
7.2,204.46,6.08,14.31,0.3818,44.27,1.94,81.61,1729.51,Inorganic
7.47,213.44,8.71,6.69,0.3758,26.21,2.67,10.16,1262.55,Organic
6.97,241.83,4.84,20.04,0.4275,40.68,4.59,43.63,1547.16,Inorganic
7.88,62.82,13.76,4.95,0.3476,3.28,4.2,6.02,1358.16,Organic
5.95,86.96,11.3,2.19,0.4795,18.07,4.03,21.65,1437,Organic
5.69,452.81,12.37,10.01,0.1536,9.32,1.77,90.42,1489.19,Inorganic
7.32,231.86,10.74,28.32,0.2136,48.5,3.12,67.29,619.93,Inorganic
6.31,467.03,13.43,13.24,0.071,49.93,3.89,42.98,698.4,Organic
6.82,139.47,3.99,12.43,0.0631,47.96,3.99,45.63,1665.75,Organic
8.4,332.52,3.73,15.56,0.1278,6,1.88,32.17,613.47,Inorganic
7.13,359.93,10.88,27.97,0.3931,5.53,2.71,96.17,1299.95,Inorganic
8.54,59.16,7.41,13.12,0.4133,18.59,1.14,87.77,1400.06,Inorganic
8.07,442.37,5.83,29.67,0.0017,12.95,4.96,33.19,1964.7,Inorganic
5.74,98.93,8.57,23.29,0.4362,2.99,1.79,46.3,984.28,Inorganic
6.25,436.97,2.03,18.36,0.3046,1.38,4.65,11.42,136.93,Inorganic
7.49,310.36,3.52,23.84,0.3728,34.12,2.3,46.8,328.08,Inorganic
6.88,496.17,9.53,21.22,0.2391,40.24,1.15,5.88,1205.68,Organic
7.55,57.12,12.38,25.28,0.1373,49,1.78,22.43,1853.38,Organic
6.49,101.42,2.18,3.37,0.3853,35.61,3.78,39.98,1699.37,Organic
5.54,293.59,11.41,1.98,0.023,18.5,1.51,20.09,834.89,Organic
6.79,230.68,9.97,3.74,0.2778,24.47,0.78,41.76,765.91,Organic
7.62,303.13,8.51,10.51,0.3529,3.91,3.04,24.85,331.39,Inorganic
6.09,200.03,11.18,2.32,0.1898,12.72,0.59,34.32,938.11,Organic
6.96,113.36,10.79,29.38,0.2069,22.77,0.5,14.38,251.76,Inorganic
8.03,87.14,8.22,10.34,0.0091,39.71,2.98,47.75,106.75,Organic
7.35,407.19,6.19,28.78,0.3733,17.41,3.57,34.08,180.67,Inorganic
5.77,63.14,2.84,9.15,0.3441,40.65,1.95,97.26,666.75,Inorganic
5.51,347.72,10.96,8.92,0.1249,31.81,2.41,99.27,1410.89,Organic
6.39,220.81,13.12,15.6,0.0025,39.57,1.24,74.28,1291.9,Organic
7.84,192.11,13.05,6.04,0.1243,1.27,0.47,87.26,1412.2,Inorganic
6.29,446.69,5.65,6.62,0.0676,36.68,4.76,40.02,1385.78,Organic
7.31,321.13,3.84,8.66,0.2115,36.82,4.43,52.74,1863.28,Organic
7.51,453.49,3.32,12.83,0.4555,45.93,2.01,31.01,582.99,Organic
6.27,329.56,2.31,9.42,0.1101,13.1,0.72,29.19,1814.45,Inorganic
6.9,171.62,11.5,27.99,0.1408,26.07,0.04,58.88,1578.33,Inorganic
8.02,125.97,7,2.8,0.0597,2.21,4.21,6.01,1609.7,Organic
5.95,423.13,5.25,22.88,0.3162,45.37,0.2,32.15,1995.11,Inorganic
6.83,64.89,4.57,2.31,0.2031,47.55,1.68,36.68,151.7,Organic
7,376.55,3.32,18.78,0.4468,30.69,3.09,60.55,542.31,Inorganic
5.57,267.44,11.58,10.3,0.1249,7.96,4.32,45.71,525.92,Inorganic
7.63,117.1,8.61,5.84,0.2884,4.08,3.5,97.76,367.99,Inorganic
7.71,466.19,10.01,17.55,0.3357,4.67,1.54,61.98,1798.18,Inorganic
6.1,434.58,3.6,20.59,0.2712,13.84,2.57,48.53,933.03,Inorganic
6.18,223.7,3.42,20.11,0.1076,38.26,4.42,33.04,641.45,Inorganic
5.94,149.9,8.78,25.3,0.0012,13.7,0.18,1.09,53.28,Inorganic
8.41,229.38,2.89,2.77,0.0491,15.43,4.97,97.25,980.56,Inorganic
7.09,66.88,11.38,1.14,0.1181,15.45,0.58,71.11,83.85,Organic
6.98,357.37,8.88,17.36,0.1487,24.08,0.14,20.61,1779.19,Inorganic
5.72,480.27,6.18,28.14,0.1735,2.98,3.11,72.24,471.85,Inorganic
7.51,297.31,11.8,26.81,0.0995,36.41,0.68,60.16,1338.13,Inorganic
7.34,72.13,8.43,7.59,0.3345,5.16,3.99,29.23,1369.52,Inorganic
6.18,81,3.09,1.21,0.1295,31.29,4.84,13.42,865.63,Organic
8.78,444.23,11.75,5.27,0.0056,42.25,1.49,96.83,1467.69,Organic
7.94,362.12,11.03,2.88,0.3231,5.21,0.02,25.75,859.95,Inorganic
8.8,132.91,10.55,27.66,0.3905,38.2,4.17,38.76,708.62,Inorganic
8.54,345.87,3.49,12.22,0.4883,15.3,1.23,4.93,1690.49,Inorganic
8.3,358.84,4.16,11.05,0.0862,6.94,2.43,71.05,1947.94,Inorganic
7.78,435.63,3.06,19.92,0.271,0.35,3.53,10.37,1999.44,Inorganic
6.56,367.28,4.91,17.71,0.2369,37.21,4.87,98.52,505.54,Inorganic
8.02,275.62,12.33,8.56,0.0138,39.96,1.5,30.78,1467.23,Organic
6.14,129.33,5.66,28.47,0.0572,42.84,2.03,48.94,1634.98,Inorganic
7.98,262.92,9.96,16.76,0.3784,2.79,3.04,98.44,1881.43,Inorganic
6.63,315.91,4.13,13.27,0.316,27.08,0.93,6.08,1284.06,Inorganic
7.11,284.2,8.59,23.66,0.4404,38.12,3.07,31.6,878.76,Inorganic
7.77,231.27,5.81,12.68,0.0804,7.54,4.34,78.82,60.31,Inorganic
8.59,324.02,13.35,4.78,0.4864,49.74,4.95,4.24,357.62,Organic
6.88,147.04,11.46,26.39,0.0238,30.49,0.52,67.64,1060.47,Inorganic
8.6,397.98,6.33,20.97,0.3468,0.51,0.79,82.42,1031.52,Inorganic
5.77,393.3,9.69,21.8,0.0944,32.39,1.28,13.58,1714.53,Inorganic
8.39,376.69,7.2,24.15,0.4592,10.19,3.29,33.97,383.47,Inorganic
7.45,137.64,2.82,10.79,0.2615,25.96,3.33,4.7,1653.84,Inorganic
6.37,470.43,2.43,12.39,0.1847,43.96,4.62,72.96,902.59,Organic
7.55,431.74,4.37,2.72,0.2555,24.05,1.22,4.9,304.18,Organic
5.92,84.25,5.86,7.26,0.2712,30.9,4.07,11.23,100.23,Organic
6.8,423.66,7.85,6.51,0.2895,19.68,2.56,98.89,695.86,Inorganic
7.95,340.57,5.36,9.86,0.2936,45.07,1.45,46.9,144.65,Organic
7.79,388.9,10.29,13.21,0.33,36.81,3.58,72.64,1457.34,Organic
7.52,327.1,13.43,1.69,0.3662,16.56,0.81,8.79,307.69,Organic
7.71,97.59,7.15,22.52,0.3675,13.52,3.82,45.87,643.59,Inorganic
6.67,385.12,6.7,14,0.4931,10.43,1.42,53.95,660.61,Inorganic
7.36,367.48,11.79,19.98,0.1663,29.38,1.5,5.33,1743.63,Organic
8.61,470.29,4.94,28.75,0.3533,23.36,2.41,67.17,170.47,Inorganic
7.08,325.6,6.78,26.19,0.2315,7.17,0.32,26.67,331.37,Inorganic
6.18,188.75,10.5,15.51,0.265,29.86,3.4,19.69,315.86,Organic
8.58,191.77,6.12,19.66,0.3259,9.76,1.4,49.58,546.77,Inorganic
8.64,170.72,10.76,28.16,0.207,47.83,1.41,80.19,929.01,Inorganic
8.52,253.78,9.6,4.66,0.3369,43.45,3.94,26.52,1520.61,Organic
7.3,497.83,8.56,13.95,0.3822,35.67,0.3,1.67,1296.02,Organic
7.99,414.59,10.96,19.99,0.2953,43.8,1.8,67.84,433.66,Inorganic
6.33,102.49,10.65,27.55,0.4431,22.49,0.93,90.66,852.36,Inorganic
8.68,292.53,8.46,26.19,0.379,37.67,1.97,72.47,1006.57,Inorganic
7.29,342.49,11.16,29.25,0.1134,36.03,1.89,11.78,963.82,Inorganic
7.48,387.29,6.49,17.84,0.0596,9.16,0.64,58.73,551.01,Inorganic
8.64,477.25,13.7,18.8,0.122,39.98,3,26.72,969.78,Organic
7.2,58.69,12.25,8.1,0.3791,27.98,2.73,47.79,1508.62,Organic
7,193.77,5.64,8.54,0.2186,39.93,3.32,48.38,1206.55,Organic
8.25,281.2,2.97,20.55,0.2149,36.83,1.14,10.28,991.14,Inorganic
8.12,245.5,4.27,1.77,0.0491,17.29,2.56,43,1289.62,Organic
5.8,130.77,8.42,27.46,0.375,44.01,2.66,4.03,1116.34,Inorganic
8.35,350.88,12.71,22.86,0.3778,26.68,2.95,31.49,1057.29,Inorganic
6.47,314.81,6.74,29.68,0.1,15.72,1.18,64.85,1021.42,Inorganic
8.85,314.15,11.98,12.35,0.4782,29.47,3.49,17.4,1151.48,Organic
8.37,370.81,4.63,9.6,0.3976,25.81,1.75,56.32,1216.86,Inorganic
8.67,127.18,9.02,5.32,0.4496,38.07,1.95,83.5,829.97,Organic
6.85,51.56,13.24,11.69,0.3724,41.69,2.89,8.91,1043.41,Organic
8.93,470.69,10.71,8.4,0.4386,20.79,1.45,87.89,1384.88,Inorganic
6.96,70.16,11.6,12.17,0.2265,35.05,0.75,70.41,145.85,Organic
6.83,127.19,9.24,15.89,0.3164,10.95,0.12,70.39,1727.03,Inorganic
8.25,115.51,5.65,20.76,0.2447,43.58,1.2,3.51,1301.81,Inorganic
7.4,247.17,8.32,27.74,0.0114,13.81,2.4,38.57,1258.08,Inorganic
6.78,169.8,11.9,20.98,0.14,17.79,3.21,31.27,1422.44,Inorganic
6.33,332.38,9.95,12.74,0.2092,46.75,2.64,90.07,1830.86,Organic
6.24,281.36,3.36,28.9,0.2942,40.5,0.97,30.28,681.65,Inorganic
5.77,230.09,9.75,4.57,0.2872,10.83,0.99,40.62,1955.94,Inorganic
7.99,453.72,11.47,27.52,0.4848,46.62,4.41,98.89,1597.17,Inorganic
7.79,479.81,6.29,10.36,0.2055,12.18,2.06,33.23,1862.84,Inorganic
5.66,230.53,4.72,13.36,0.3981,41.84,4.85,25.71,308.06,Organic
7.79,184.2,2.02,16.69,0.4098,17.25,1.78,31.65,1916.67,Inorganic
5.77,84.98,6.06,4.91,0.1572,19.78,1.14,67.58,1689.13,Inorganic
6.59,480.44,8.67,28.25,0.4782,48.44,0.82,55.16,875.25,Inorganic
6.8,330.2,2.93,12.73,0.2623,13.57,2.32,81.26,606.81,Inorganic
7.22,78.85,7.4,19.01,0.3235,40.16,0.76,28.36,1054.73,Inorganic
7.04,211.1,2.07,18.91,0.2952,39.81,2.65,94.27,782.81,Inorganic
7.06,440.73,2.78,16.9,0.4539,15.14,2.61,4.55,1814.57,Inorganic
8.69,316.11,4.35,26.39,0.1391,47.65,2.09,26.13,327.33,Inorganic
6.5,403.61,13.16,10.64,0.2916,4.58,4.66,6.07,355.19,Inorganic
6.07,124.84,4.6,27.32,0.2751,46.22,3.35,99.47,1718.17,Inorganic
8.71,96.89,9.32,21.31,0.2168,13.67,0.14,75.95,128.86,Inorganic
5.57,472.49,8.6,11.9,0.0767,48.45,4.03,85.2,1539.64,Organic
8.51,60.38,11.97,19.53,0.3961,39.56,3.55,30.98,1843.99,Organic
6.26,212.12,7.94,28.15,0.0943,22.32,1.31,76.95,248.08,Inorganic
6.37,66.39,6.68,6.32,0.382,27.22,3.48,81.52,368.43,Inorganic
8.07,373.05,10.86,8.05,0.2786,34.18,0.64,70.17,202.04,Organic
5.81,175.63,10.19,3.41,0.4427,40.89,2.66,20.55,1974.62,Organic
7.02,384.16,5.04,17.18,0.2343,0.59,4.6,69.51,1188.27,Inorganic
6.4,208.48,2.06,16.07,0.4852,48.81,1.88,0.72,295.43,Organic
8.95,439.33,4.3,26.62,0.2996,39.74,2.38,91.03,270.37,Inorganic
7.77,355.81,12.67,16.06,0.2268,16.89,0.26,95.58,1361.69,Inorganic
7.55,416.22,7.15,12.89,0.2377,44.56,4.31,97.91,1036.59,Organic
8.66,134.83,3.69,26.76,0.4178,20.92,2.53,81.02,109.17,Inorganic
8.89,234.32,5.85,10.05,0.2723,13.09,4.98,93.26,884.11,Inorganic
